Silent date topic max mean median min stdv sum rt st
1 20160805 MB286 19.12 5.11 4.59 2.75 1.57 116381.01 10 22
1 20160805 MB286 19.12 5.11 4.59 2.75 1.57 116381.01 10 22
1 20160805 MB286 19.12 5.11 4.59 2.75 1.57 116381.01 10 22
1 20160806 MB286 24.24 5.55 4.88 1.64 1.68 107641.56 10 22
1 20160806 MB286 24.24 5.55 4.88 1.64 1.68 107641.56 10 22
1 20160806 MB286 24.24 5.55 4.88 1.64 1.68 107641.56 10 22
1 20160807 MB286 23.7 5.17 4.73 2.7 1.5 96730.89 10 22
1 20160807 MB286 23.7 5.17 4.73 2.7 1.5 96730.89 10 22
1 20160807 MB286 23.7 5.17 4.73 2.7 1.5 96730.89 10 22
1 20160808 MB286 20.14 5.53 5.11 1.58 1.63 97792.16 10 22
1 20160808 MB286 20.14 5.53 5.11 1.58 1.63 97792.16 10 22
1 20160808 MB286 20.14 5.53 5.11 1.58 1.63 97792.16 10 22
1 20160809 MB286 18.82 5.14 4.81 3.09 1.53 128931.55 10 22
1 20160809 MB286 18.82 5.14 4.81 3.09 1.53 128931.55 10 22
1 20160809 MB286 18.82 5.14 4.81 3.09 1.53 128931.55 10 22
1 20160810 MB286 19.21 5.48 5.23 1.28 1.66 149873.95 10 22
